id,country_id,league_id,season,stage,date,match_api_id,home_team_api_id,away_team_api_id,home_team_goal,away_team_goal,home_player_X1,home_player_X2,home_player_X3,home_player_X4,home_player_X5,home_player_X6,home_player_X7,home_player_X8,home_player_X9,home_player_X10,home_player_X11,away_player_X1,away_player_X2,away_player_X3,away_player_X4,away_player_X5,away_player_X6,away_player_X7,away_player_X8,away_player_X9,away_player_X10,away_player_X11,home_player_Y1,home_player_Y2,home_player_Y3,home_player_Y4,home_player_Y5,home_player_Y6,home_player_Y7,home_player_Y8,home_player_Y9,home_player_Y10,home_player_Y11,away_player_Y1,away_player_Y2,away_player_Y3,away_player_Y4,away_player_Y5,away_player_Y6,away_player_Y7,away_player_Y8,away_player_Y9,away_player_Y10,away_player_Y11,home_player_1,home_player_2,home_player_3,home_player_4,home_player_5,home_player_6,home_player_7,home_player_8,home_player_9,home_player_10,home_player_11,away_player_1,away_player_2,away_player_3,away_player_4,away_player_5,away_player_6,away_player_7,away_player_8,away_player_9,away_player_10,away_player_11,goal,shoton,shotoff,foulcommit,card,cross,corner,possession,B365H,B365D,B365A,BWH,BWD,BWA,IWH,IWD,IWA,LBH,LBD,LBA,PSH,PSD,PSA,WHH,WHD,WHA,SJH,SJD,SJA,VCH,VCD,VCA,GBH,GBD,GBA,BSH,BSD,BSA
5194,4769,4769,2009/2010,13,2009-11-07 00:00:00,654133,8481,9853,0,1,1.0,2.0,4.0,6.0,8.0,1.0,3.0,5.0,7.0,9.0,5.0,1.0,2.0,4.0,6.0,8.0,1.0,3.0,5.0,7.0,9.0,5.0,1.0,3.0,3.0,3.0,3.0,7.0,7.0,7.0,7.0,7.0,11.0,1.0,3.0,3.0,3.0,3.0,7.0,7.0,7.0,7.0,7.0,11.0,26290.0,26245.0,31684.0,26242.0,46242.0,25538.0,46757.0,26236.0,11329.0,38951.0,74838.0,26343.0,26287.0,26148.0,160222.0,25560.0,46417.0,41176.0,42119.0,25496.0,37273.0,26151.0,,,,,,,,,2.1,3.1,3.75,2.05,3.1,3.7,2.0,3.2,3.7,2.0,3.0,3.5,,,,2.0,3.1,3.3,2.1,3.1,3.8,2.0,3.0,3.6,2.1,3.0,3.6,2.0,3.1,3.75
5195,4769,4769,2009/2010,13,2009-11-07 00:00:00,654135,9847,9831,0,1,1.0,2.0,4.0,6.0,8.0,1.0,3.0,5.0,7.0,9.0,5.0,1.0,2.0,4.0,6.0,8.0,1.0,3.0,5.0,7.0,9.0,5.0,1.0,3.0,3.0,3.0,3.0,7.0,7.0,7.0,7.0,7.0,11.0,1.0,3.0,3.0,3.0,3.0,7.0,7.0,7.0,7.0,7.0,11.0,39989.0,94043.0,33814.0,30457.0,40730.0,30695.0,33468.0,41174.0,32572.0,39991.0,26374.0,50065.0,41120.0,94041.0,41127.0,26521.0,41019.0,103487.0,41122.0,39987.0,41117.0,40659.0,,,,,,,,,1.7,3.5,5.25,1.6,3.5,5.8,1.65,3.4,5.5,1.62,3.25,5.0,,,,1.6,3.4,4.8,1.67,3.5,5.75,1.67,3.3,5.0,1.65,3.5,5.0,1.67,3.4,5.0
5196,4769,4769,2009/2010,13,2009-11-07 00:00:00,654139,9874,8588,1,2,1.0,2.0,4.0,6.0,8.0,1.0,3.0,5.0,7.0,9.0,5.0,1.0,2.0,4.0,6.0,8.0,1.0,3.0,5.0,7.0,9.0,5.0,1.0,3.0,3.0,3.0,3.0,7.0,7.0,7.0,7.0,7.0,11.0,1.0,3.0,3.0,3.0,3.0,7.0,7.0,7.0,7.0,7.0,11.0,26359.0,25519.0,26328.0,58499.0,42304.0,26345.0,155623.0,36396.0,147958.0,36009.0,41238.0,39565.0,40011.0,33451.0,41221.0,26139.0,33446.0,40012.0,40009.0,30897.0,78186.0,40018.0,,,,,,,,,1.95,3.2,4.2,1.9,3.2,4.1,1.9,3.2,4.0,1.83,3.0,4.0,,,,1.91,3.1,3.6,1.95,3.1,4.5,1.91,3.0,4.0,1.95,3.2,3.75,1.91,3.1,4.2
5197,4769,4769,2009/2010,13,2009-11-08 00:00:00,654141,9941,9851,3,2,1.0,2.0,4.0,6.0,8.0,1.0,3.0,5.0,7.0,9.0,5.0,1.0,2.0,4.0,6.0,8.0,2.0,4.0,6.0,8.0,4.0,6.0,1.0,3.0,3.0,3.0,3.0,7.0,7.0,7.0,7.0,7.0,11.0,1.0,3.0,3.0,3.0,3.0,7.0,7.0,7.0,7.0,10.0,10.0,33129.0,26399.0,94549.0,179522.0,26401.0,39105.0,94550.0,40103.0,145070.0,41365.0,38098.0,26523.0,30904.0,25856.0,26307.0,30826.0,41189.0,40100.0,34101.0,109330.0,41980.0,41192.0,,,,,,,,,2.3,3.0,3.4,2.3,3.1,3.1,2.2,3.1,3.3,2.1,2.9,3.25,,,,2.25,2.87,3.0,2.2,3.0,3.6,2.3,2.9,3.1,2.3,3.0,3.1,2.38,2.88,3.1
5198,4769,4769,2009/2010,13,2009-11-07 00:00:00,654143,9873,10249,1,1,1.0,2.0,4.0,6.0,8.0,3.0,5.0,7.0,3.0,5.0,7.0,1.0,2.0,4.0,6.0,8.0,3.0,5.0,7.0,3.0,5.0,7.0,1.0,3.0,3.0,3.0,3.0,7.0,7.0,7.0,10.0,10.0,10.0,1.0,3.0,3.0,3.0,3.0,7.0,7.0,7.0,10.0,10.0,10.0,78904.0,25664.0,40016.0,41315.0,40758.0,93317.0,5202.0,25525.0,56972.0,26051.0,41240.0,46705.0,93985.0,26255.0,128456.0,93466.0,26371.0,26325.0,179511.0,26014.0,46711.0,41124.0,,,,,,,,,2.2,3.1,3.5,2.1,3.1,3.5,2.0,3.2,3.7,2.0,3.0,3.4,,,,2.1,3.0,3.2,2.1,3.0,4.0,2.1,3.0,3.4,2.1,3.0,3.6,2.05,3.1,3.6
5199,4769,4769,2009/2010,14,2009-11-21 00:00:00,654146,8583,9829,2,0,1.0,2.0,4.0,6.0,8.0,2.0,4.0,6.0,8.0,4.0,6.0,1.0,2.0,4.0,6.0,8.0,1.0,3.0,5.0,7.0,9.0,5.0,1.0,3.0,3.0,3.0,3.0,7.0,7.0,7.0,7.0,10.0,10.0,1.0,3.0,3.0,3.0,3.0,7.0,7.0,7.0,7.0,7.0,11.0,26241.0,11323.0,30823.0,26136.0,39996.0,26251.0,26261.0,39993.0,115429.0,39994.0,34037.0,41097.0,39199.0,35637.0,26244.0,36840.0,71603.0,33769.0,26120.0,40685.0,33074.0,31092.0,,,,,,,,,2.3,3.0,3.4,2.4,3.3,3.0,2.1,3.2,3.45,2.2,2.9,3.1,,,,2.25,2.9,3.3,2.1,3.2,3.6,2.25,3.0,3.25,2.25,3.0,3.2,2.25,3.0,3.2
5200,4769,4769,2009/2010,14,2009-11-21 00:00:00,654147,9827,9873,0,1,1.0,2.0,4.0,6.0,8.0,2.0,4.0,6.0,8.0,4.0,6.0,1.0,2.0,4.0,6.0,8.0,3.0,5.0,7.0,3.0,5.0,7.0,1.0,3.0,3.0,3.0,3.0,7.0,7.0,7.0,7.0,10.0,10.0,1.0,3.0,3.0,3.0,3.0,7.0,7.0,7.0,10.0,10.0,10.0,26168.0,40543.0,40001.0,26119.0,41092.0,39962.0,39963.0,30907.0,31292.0,40710.0,25537.0,78904.0,41216.0,26308.0,41315.0,93317.0,5202.0,25525.0,56972.0,26222.0,26051.0,37254.0,,,,,,,,,1.4,4.2,9.0,1.4,4.05,8.2,1.45,4.0,7.0,1.4,3.75,7.0,,,,1.33,4.33,9.0,1.44,4.2,8.0,1.4,4.0,8.5,1.4,4.0,8.0,1.4,4.0,8.0
5201,4769,4769,2009/2010,14,2009-12-02 00:00:00,654148,4170,9847,2,5,1.0,2.0,4.0,6.0,8.0,1.0,3.0,5.0,7.0,9.0,5.0,1.0,2.0,4.0,6.0,8.0,1.0,3.0,5.0,7.0,9.0,5.0,1.0,3.0,3.0,3.0,3.0,7.0,7.0,7.0,7.0,7.0,11.0,1.0,3.0,3.0,3.0,3.0,7.0,7.0,7.0,7.0,7.0,11.0,25852.0,93350.0,93348.0,,69509.0,93347.0,93353.0,19014.0,186918.0,143750.0,33424.0,38230.0,33814.0,26357.0,30457.0,40730.0,30695.0,41174.0,35499.0,103869.0,32572.0,26374.0,,,,,,,,,5.0,3.3,1.75,4.8,3.3,1.75,4.3,3.4,1.8,4.5,3.1,1.73,,,,4.8,3.3,1.73,5.0,3.4,1.75,4.5,3.2,1.75,4.75,3.25,1.75,5.0,3.4,1.67
5202,4769,4769,2009/2010,14,2009-11-21 00:00:00,654149,9855,9748,1,1,1.0,2.0,4.0,6.0,8.0,2.0,4.0,6.0,8.0,4.0,6.0,1.0,2.0,4.0,6.0,8.0,3.0,5.0,7.0,3.0,5.0,7.0,1.0,3.0,3.0,3.0,3.0,7.0,7.0,7.0,7.0,10.0,10.0,1.0,3.0,3.0,3.0,3.0,7.0,7.0,7.0,10.0,10.0,10.0,33546.0,40692.0,40676.0,41105.0,33619.0,31037.0,5217.0,37944.0,23051.0,17806.0,30526.0,26295.0,26162.0,30931.0,37553.0,150869.0,39979.0,26294.0,25572.0,30472.0,30536.0,160370.0,,,,,,,,,8.0,4.0,1.44,6.85,4.1,1.45,7.5,4.3,1.4,7.0,3.75,1.4,,,,6.5,3.6,1.5,8.5,4.33,1.4,8.0,3.75,1.44,6.5,3.75,1.5,7.0,3.6,1.5
5203,4769,4769,2009/2010,14,2009-11-21 00:00:00,654151,8588,8481,2,1,1.0,2.0,4.0,6.0,8.0,1.0,3.0,5.0,7.0,9.0,5.0,1.0,2.0,4.0,6.0,8.0,3.0,5.0,7.0,3.0,5.0,7.0,1.0,3.0,3.0,3.0,3.0,7.0,7.0,7.0,7.0,7.0,11.0,1.0,3.0,3.0,3.0,3.0,7.0,7.0,7.0,10.0,10.0,10.0,39565.0,40011.0,33451.0,41221.0,26139.0,40010.0,33446.0,40012.0,165679.0,33433.0,40018.0,26233.0,26245.0,31684.0,26242.0,46242.0,25538.0,46757.0,26236.0,11329.0,38951.0,93327.0,,,,,,,,,2.5,2.9,3.1,2.45,3.15,2.8,2.3,3.1,3.1,2.38,2.88,2.8,,,,2.4,2.9,3.0,2.2,3.2,3.4,2.4,3.0,3.0,2.5,3.0,2.8,2.3,3.0,3.0
